img#	ramping parameter	th x center	thl x rms	th x particle number	th y center	thl y rms	th y particle number	BEC x center	BEC x rms	BEC x #	BEC y center	BEC y rms	BEC y #	total x #	total y #	density x #	Sum OD (counts)	th x center_frame1	th x rms_frame1	th x particle number_frame1	th y center_frame1	th y rms_frame1	th y particle number_frame1	#1/#2_x	#1/#2_y
598	0.0000000	0.2426308	0.0184273	4239.2533577	0.0851494	0.0187259	4630.2889566	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	4239.2533577	4630.2889566	0.0000000	0.0000000	5.2000000	27.0000000	0.0000130	371.0000000	28.5000000	24.0000000	70.0000000	6.0000000	17.0000000	0.0000000	3909.5438570	0.0000000	0.0000000	45.8650652	41.9916842
599	0.0000000	0.2431840	0.0186444	4367.4953317	0.0854581	0.0185206	4647.2937674	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	4367.4953317	4647.2937674	0.0000000	0.0000000	5.2000000	27.0000000	0.0000130	371.0000000	28.5000000	24.0000000	70.0000000	6.0000000	17.0000000	0.0000000	4074.5533186	0.0000000	0.0000000	45.9860639	43.2173926
600	0.0000000	0.2422665	0.0185530	4353.0798372	0.0844088	0.0188813	4796.6763264	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	4353.0798372	4796.6763264	0.0000000	0.0000000	5.2000000	27.0000000	0.0000130	371.0000000	28.5000000	24.0000000	70.0000000	6.0000000	17.0000000	0.0000000	4375.7990942	0.0000000	0.0000000	46.4520173	42.1561361
601	0.0000000	0.2425823	0.0184272	4240.1511005	0.0850270	0.0188724	4590.4792006	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	4240.1511005	4590.4792006	0.0000000	0.0000000	5.2000000	27.0000000	0.0000130	371.0000000	28.5000000	24.0000000	70.0000000	6.0000000	17.0000000	0.0000000	4165.5211973	0.0000000	0.0000000	44.9426173	41.5127659
602	0.0000000	0.2426412	0.0185048	4264.0574075	0.0849653	0.0188210	4828.4778720	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	4264.0574075	4828.4778720	0.0000000	0.0000000	5.2000000	27.0000000	0.0000130	371.0000000	28.5000000	24.0000000	70.0000000	6.0000000	17.0000000	0.0000000	4359.1676890	0.0000000	0.0000000	47.1681814	41.6545003
603	0.0000000	0.2427594	0.0184190	4365.0697016	0.0846821	0.0185557	4844.4545868	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	4365.0697016	4844.4545868	0.0000000	0.0000000	5.2000000	27.0000000	0.0000130	371.0000000	28.5000000	24.0000000	70.0000000	6.0000000	17.0000000	0.0000000	3610.1849583	0.0000000	0.0000000	48.6812121	43.8639439
604	0.0000000	0.2429046	0.0186151	4218.2937419	0.0851283	0.0188604	4587.7230620	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	4218.2937419	4587.7230620	0.0000000	0.0000000	5.2000000	27.0000000	0.0000130	371.0000000	28.5000000	24.0000000	70.0000000	6.0000000	17.0000000	0.0000000	4283.5996666	0.0000000	0.0000000	44.2797922	40.7141338
605	0.0000000	0.2430508	0.0182900	4232.7299661	0.0841454	0.0191138	4784.1656933	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	4232.7299661	4784.1656933	0.0000000	0.0000000	5.2000000	27.0000000	0.0000130	371.0000000	28.5000000	24.0000000	70.0000000	6.0000000	17.0000000	0.0000000	4058.3084901	0.0000000	0.0000000	46.4723621	41.1158334
606	0.0000000	0.2430168	0.0182478	4236.7663465	0.0847790	0.0186385	4636.7410638	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	4236.7663465	4636.7410638	0.0000000	0.0000000	5.2000000	27.0000000	0.0000130	371.0000000	28.5000000	24.0000000	70.0000000	6.0000000	17.0000000	0.0000000	4109.8502291	0.0000000	0.0000000	46.9364287	42.8875969
607	0.0000000	0.2428397	0.0183009	4207.1841251	0.0854278	0.0184832	4477.7137708	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	4207.1841251	4477.7137708	0.0000000	0.0000000	5.2000000	27.0000000	0.0000130	371.0000000	28.5000000	24.0000000	70.0000000	6.0000000	17.0000000	0.0000000	3959.3292366	0.0000000	0.0000000	45.6995432	42.9385179
